,X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
42,42,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_35,35,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.192,1.48,0.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480,357,14.8,357,185.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,148,1480,814,185.9,0.00148,0.000357,0.0001859,0.255749283,0.000461392,998,1450,0.02255491,0.760768627,1290,0.017353527,0.585327926,1610,0.027052593,0.912473766
43,43,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.298,0.845,0.569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,569,8.45,845,426.725,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,84.5,845,464.75,426.725,0.000845,0.000569,0.000426725,0.615408654,0.000589801,998,1450,0.046489978,1.568089442,1290,0.035768933,1.206472649,1610,0.055760561,1.880782708
44,44,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_C_39,39,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.097,0.719,0.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,266,7.19,266,136.595,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.9,719,395.45,136.595,0.000719,0.000266,0.000136595,0.31234139,0.000296721,998,1450,0.017862947,0.602510471,1290,0.013743576,0.463565652,1610,0.021425003,0.722657296
45,45,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.148,0.739,0.399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,399,7.39,739,373.195,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.9,739,406.45,373.195,0.000739,0.000399,0.000373195,0.687269624,0.000479201,998,1450,0.042071412,1.419052896,1290,0.032369332,1.091805391,1610,0.050460888,1.702026732
46,46,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_9,9,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",done,0.045,0.7,0.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,269,7,269,138,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70,700,385,138,7.00E-04,0.000269,0.000138,0.318019629,0.000296194,998,1450,0.01803143,0.608193329,1290,0.013873205,0.467937987,1610,0.021627083,0.729473374
47,47,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.139,0.668,0.363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,363,6.68,668,337.34,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.8,668,367.4,337.34,0.000668,0.000363,0.00033734,0.685056351,0.000434094,998,1450,0.038797105,1.308611744,1290,0.029850112,1.006833051,1610,0.04653365,1.56956247
48,48,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.098,0.606,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,286,6.06,286,146.03,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.6,606,333.3,146.03,0.000606,0.000286,0.00014603,0.350770253,0.000293603,998,1450,0.018989717,0.640515986,1290,0.014610502,0.492806722,1610,0.022776463,0.768241503
49,49,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_D_30,30,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",done,0.104,0.499,0.404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,404,4.99,499,251.995,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.9,499,274.45,251.995,0.000499,0.000404,0.000251995,0.56124304,0.00037036,998,1450,0.030317047,1.022582583,1290,0.023325639,0.786765018,1610,0.03636258,1.226496134
50,50,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_1,1,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.031,0.474,0.154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,154,4.74,154,79.37,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,47.4,474,260.7,79.37,0.000474,0.000154,7.94E-05,0.293769598,0.000179605,998,1450,0.011522734,0.388657466,1290,0.008865478,0.299029246,1610,0.013820486,0.466159788
51,51,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.094,0.881,0.219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881,219,8.81,219,113.905,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.1,881,484.55,113.905,0.000881,0.000219,0.000113905,0.259318068,0.000280105,998,1450,0.015256434,0.514593785,1290,0.011738151,0.395923415,1610,0.018298725,0.617209113
52,52,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_8,8,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.145,0.798,0.386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,386,7.98,386,196.99,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.8,798,438.9,196.99,0.000798,0.000386,0.00019699,0.354935209,0.000392957,998,1450,0.024146929,0.814466834,1290,0.018578411,0.6266428,1610,0.028962077,0.976879951
53,53,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_9,9,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.135,0.698,0.363,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,363,6.98,698,352.49,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.8,698,383.9,352.49,0.000698,0.000363,0.00035249,0.700270412,0.000446995,998,1450,0.040243751,1.35740657,1290,0.030963148,1.044375312,1610,0.048268772,1.62808749
54,54,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_12,12,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.067,0.442,0.283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,283,4.42,442,223.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.2,442,243.1,223.21,0.000442,0.000283,0.00022321,0.631116152,0.000303371,998,1450,0.027729466,0.935304432,1290,0.021334779,0.719614063,1610,0.033259008,1.121813816
55,55,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_23,23,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.168,0.884,0.287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,287,8.84,287,147.92,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.4,884,486.2,147.92,0.000884,0.000287,0.00014792,0.293670158,0.000334801,998,1450,0.018960166,0.639519259,1290,0.014587766,0.49203985,1610,0.022741019,0.767046018
56,56,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_E_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.105,0.52,0.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,313,5.2,520,262.6,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52,520,286,262.6,0.00052,0.000313,0.0002626,0.650909906,0.000349634,998,1450,0.031644662,1.067362541,1290,0.024347093,0.821218279,1610,0.037954936,1.28020568
57,57,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.213,0.853,0.395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,395,8.53,395,201.765,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.3,853,469.15,201.765,0.000853,0.000395,0.000201765,0.347594398,0.000408129,998,1450,0.024579789,0.895494726,1290,0.018911449,0.688984866,1610,0.029481253,1.074065644
58,58,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.091,0.695,0.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,246,6.95,246,126.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.5,695,382.25,126.475,0.000695,0.000246,0.000126475,0.305875528,0.000278596,998,1450,0.016772715,0.611066181,1290,0.012904762,0.470148331,1610,0.020117368,0.732919102
59,59,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_6,6,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.209,1.234,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1234,344,12.34,344,178.17,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,123.4,1234,678.7,178.17,0.001234,0.000344,0.00017817,0.273462499,0.000422898,998,1450,0.021898993,0.797827555,1290,0.016848871,0.613840702,1610,0.026265879,0.956922628
60,60,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_8,8,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make  dents in the particle.",0,0.206,0.694,0.453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694,453,6.94,694,350.47,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.4,694,381.7,350.47,0.000694,0.000453,0.00035047,0.625060439,0.000479405,998,1450,0.039756863,1.44842828,1290,0.030588541,1.114406523,1610,0.047684793,1.737259871
61,61,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_13,13,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.168,0.66,0.384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,384,6.6,660,333.3,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66,660,363,333.3,0.00066,0.000384,0.0003333,0.662060585,0.00043877,998,1450,0.038337583,1.396720849,1290,0.029496561,1.074623332,1610,0.045982494,1.675241443
62,62,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,3,LB,Outside Thalweg_2,0.24,DF-1,SAD-DF-1-N-3,SAD-DF-1,SAD-DF-1-N-3_S0-0_D_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.149,0.564,0.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,420,5.64,564,284.82,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56.4,564,310.2,284.82,0.000564,0.00042,0.00028482,0.585202651,0.000407099,998,1450,0.033530506,1.221588645,1290,0.025798042,0.939878332,1610,0.040216835,1.465186066
63,63,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_3,3,black,Non-Fiber,Black,0,0,0,0.098,0.51,0.316,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,316,5.1,510,257.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51,510,280.5,257.55,0.00051,0.000316,0.00025755,0.641553568,0.000346237,998,1450,0.031126819,1.122385893,1290,0.023948669,0.863552707,1610,0.037333828,1.346201258
64,64,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_6,6,black,Non-Fiber,Black,0,0,0,0.061,0.957,0.177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,177,9.57,177,93.285,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,95.7,957,526.35,93.285,0.000957,0.000177,9.33E-05,0.22665704,0.000250938,998,1450,0.01288756,0.464705873,1290,0.009915562,0.357540145,1610,0.015457473,0.557373035
65,65,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_10,10,black,Non-Fiber,Black,0,0,0,0.076,1.168,0.545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,545,11.68,545,278.34,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,116.8,1168,642.4,278.34,0.001168,0.000545,0.00027834,0.348863835,0.000561658,998,1450,0.031802959,1.146766479,1290,0.024468885,0.88231089,1610,0.038144798,1.375443585
66,66,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_17,17,black,Non-Fiber,Black,0,0,0,0.074,0.71,0.187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,187,7.1,187,97.05,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71,710,390.5,97.05,0.00071,0.000187,9.71E-05,0.266345622,0.00023444,998,1450,0.013445886,0.484838275,1290,0.010345133,0.373029817,1610,0.016127135,0.581520045
67,67,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_19,19,black,Non-Fiber,Black,0,0,0,0.167,0.923,0.424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,424,9.23,424,216.615,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.3,923,507.65,216.615,0.000923,0.000424,0.000216615,0.346261932,0.000439291,998,1450,0.026010045,0.937882789,1290,0.020011874,0.721597826,1610,0.031196717,1.124906325
68,68,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_22,22,black,Non-Fiber,Black,0,0,0,1.411,1.91,1.171,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,1171,19.1,1910,964.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,191,1910,1050.5,964.55,0.00191,0.001171,0.00096455,0.644955297,0.001292126,998,1450,0.089548517,3.228983793,1290,0.068897752,2.484348485,1610,0.107405419,3.872876584
69,69,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_D_23,23,black,Non-Fiber,Black,0,0,0,0.086,0.62,0.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,246,6.2,246,126.1,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62,620,341,126.1,0.00062,0.000246,0.0001261,0.322887839,0.000267925,998,1450,0.016793407,0.605544796,1290,0.012920683,0.465900232,1610,0.020142186,0.726296697
70,70,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_F_6,6,black,Non-Fiber,Black,0,0,0,0.075,0.544,0.291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,291,5.44,544,274.72,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54.4,544,299.2,274.72,0.000544,0.000291,0.00027472,0.690469236,0.000351664,998,1450,0.032937084,1.110955421,1290,0.025341469,0.854758213,1610,0.039505079,1.332491431
71,71,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_F_19,19,black,Non-Fiber,Black,0,0,0,0.163,1.059,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059,520,10.59,520,265.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,105.9,1059,582.45,265.295,0.001059,0.00052,0.000265295,0.357502772,0.000526675,998,1450,0.030654802,1.03397491,1290,0.023585504,0.795530163,1610,0.036767686,1.24016021
72,72,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,2,C,Inside Thalweg,0.28,DF-1,SAD-DF-1-N-2,SAD-DF-1,SAD-DF-1-N-2_S0-0_F_24,24,black,Non-Fiber,Black,0,0,0,0.033,0.622,0.279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,279,6.22,279,142.61,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.2,622,342.1,142.61,0.000622,0.000279,0.00014261,0.34233609,0.000291417,998,1450,0.018602877,0.627468051,1290,0.014312872,0.482767769,1610,0.022312484,0.752591675
73,73,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_28,28,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.193,0.832,0.466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,466,8.32,832,420.16,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,83.2,832,457.6,420.16,0.000832,0.000466,0.00042016,0.674776708,0.000546145,998,1450,0.04619969,1.943539269,1290,0.035545589,1.495340066,1610,0.055412387,2.331101117
74,74,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_31,31,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.121,0.614,0.314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,314,6.14,614,310.07,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.4,614,337.7,310.07,0.000614,0.000314,0.00031007,0.7061724,0.000391008,998,1450,0.036340576,1.52878378,1290,0.027960083,1.176231258,1610,0.043587264,1.83363909
75,75,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_54,54,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.214,1.445,0.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445,560,14.45,560,287.225,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,144.5,1445,794.75,287.225,0.001445,0.00056,0.000287225,0.319296605,0.000614836,998,1450,0.032420575,1.363876233,1290,0.024944072,1.049353007,1610,0.038885573,1.635847271
76,76,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_56,56,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.103,0.484,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,344,4.84,484,244.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.4,484,266.2,244.42,0.000484,0.000344,0.00024442,0.599011055,0.000343964,998,1450,0.029714494,1.250036225,1290,0.022862041,0.96176562,1610,0.035639872,1.499306387
77,77,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_58,58,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.117,0.54,0.317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,317,5.4,540,272.7,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,54,540,297,272.7,0.00054,0.000317,0.0002727,0.659111102,0.000360064,998,1450,0.032641891,1.373186641,1290,0.025114351,1.056516344,1610,0.039151022,1.647014271
78,78,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_A_59,59,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.183,0.662,0.523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,523,6.62,662,334.31,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.2,662,364.1,334.31,0.000662,0.000523,0.00033431,0.568158526,0.000487345,998,1450,0.038040606,1.600301013,1290,0.029268069,1.231255916,1610,0.045626296,1.9194176
79,79,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_7,7,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.162,0.811,0.343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,343,8.11,343,175.555,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.1,811,446.05,175.555,0.000811,0.000343,0.000175555,0.332855484,0.000365519,998,1450,0.021926917,0.922426621,1290,0.016870355,0.709706002,1610,0.026299371,1.106368036
80,80,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_11,11,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears apart easily.",0,0.066,0.566,0.264,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,264,5.66,264,134.83,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56.6,566,311.3,134.83,0.000566,0.000264,0.00013483,0.348799903,0.000272104,998,1450,0.017808648,0.749178322,1290,0.013701799,0.576410459,1610,0.021359877,0.898572234
81,81,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_15,15,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.06,0.483,0.192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,192,4.83,192,98.415,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.3,483,265.65,98.415,0.000483,0.000192,9.84E-05,0.323174523,0.000208979,998,1450,0.01377341,0.579422999,1290,0.010597127,0.445802377,1610,0.01651997,0.694965942
82,82,tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.18,DF-2,SAD-DF-2-N-1,SAD-DF-2,SAD-DF-2-N-1_S0-0_B_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.136,0.595,0.391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,391,5.95,595,300.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.5,595,327.25,300.475,0.000595,0.000391,0.000300475,0.622961894,0.00041194,998,1450,0.035143154,1.478410341,1290,0.027038798,1.137474427,1610,0.042151063,1.773220665
